date,vendor,brand,category,directions_awareness_total_awareness_net_mentions,directions_awareness_unaided_awareness_net_mentions,directions_brand_attributes_always_seems_to_be_doing_something_new_mean,directions_brand_attributes_costs_more_than_i_am_prepared_to_pay_mean_inverse,directions_brand_attributes_creates_excitement_and_eagerness_at_mealtime_mean,directions_brand_attributes_creates_playful_moments_with_my_cat_mean,directions_brand_attributes_has_a_taste_my_cat_enjoys_mean,directions_brand_attributes_has_a_taste_my_dog_enjoys_mean,directions_brand_attributes_has_craveable_treats_that_my_cat_comes_running_for_mean,directions_brand_attributes_has_treats_i_could_feed_my_dog_everyday_mean,directions_brand_attributes_has_treats_that_contain_wholesome_ingredients_mean,directions_brand_attributes_helps_me_connect_with_my_dog_mean,directions_brand_attributes_is_a_brand_i_do_not_trust_to_feed_to_my_pet_mean_inverse,directions_brand_attributes_is_a_brand_i_trust_more_than_others_mean,directions_brand_attributes_is_a_brand_i_would_pay_more_for_mean,directions_brand_attributes_is_a_brand_that_is_gaining_in_popularity_mean,directions_brand_attributes_is_a_very_good_value_for_the_money_mean,directions_brand_attributes_is_available_in_different_forms_for_different_occasions_mean,directions_brand_attributes_is_easy_to_find_and_buy_mean,directions_brand_attributes_is_often_available_on_promotion_or_deal_mean,directions_brand_attributes_is_too_cheap_to_be_of_acceptable_quality_mean_inverse,directions_brand_attributes_offers_a_flavors_that_appeals_to_my_dogs_taste_mean,directions_brand_attributes_offers_products_that_contain_real_natural_ingredients_mean,directions_brand_attributes_provides_all_the_variety_my_cat_wants_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_cat_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_dog_mean,directions_brand_consideration_one_of_many_brands_i_would_consider_buying_net,directions_brand_consideration_the_only_brand_i_would_consider_buying_net,directions_funnel_metrics_advocacy_t2b_buyers,directions_future_purchase_intent_definitely_would_buy_net,directions_future_purchase_intent_probably_would_buy_net,directions_positive_brand_trust,directions_strategic_measures_brand_interest_index,directions_strategic_measures_brand_love_index,directions_strategic_measures_brand_loyalty_index,neilsen_panel_value_per_occasion,ratings_reviews_good_experience_percentage,ratings_reviews_positive_ratings_percentage,ratings_reviews_review_rating_average,ratings_reviews_review_sentiment_score_average,ratings_reviews_review_sentiment_score_health_benefits,ratings_reviews_review_sentiment_score_ingredients,ratings_reviews_review_sentiment_score_pet_enjoyment,ratings_reviews_review_sentiment_score_value_for_the_money,search_searchvolume_share,social_percent_positive_neutral,social_share_of_total_buzz_post,market_share
2022-08-13,vendor_1,brand_2,category_2,0.6428570037,0.2414807727,0.6023942606,0.555950238,,0.658253012,0.6173825696,,0.7015909091,,0.7939156627,,0.31384841399999996,0.6402936490000001,0.566922029,0.6886600688,0.5781382038,0.6584848485000001,0.6354673429000001,0.4231439726,0.25259597580000004,,0.7480257219,0.611452519,0.6179811435,,0.6442220745999999,0.105321606,0.8857455044,0.20776791370000003,0.1966413493,0.21143316120000002,0.6689046654479961,0.5976519981809664,0.6720634862947064,0.1244033333,4.0,0.1,0.793006993,0.633309086,0.730769231,0.5083333335,0.7442922375,0.356060606,,0.760710554,0.029202506110000002,0.049056426
2022-08-13,vendor_2,brand_3,category_1,0.358736059,0.002212389,,0.496969697,,,,,,0.6163636364,,0.5645454544999999,,0.6011688312,,0.5678787879,0.5408080808,,0.6583838384,,0.2973737374,0.6133766234,0.5776623377,,,,0.7616580310000001,0.025906735,0.8,0.129533678,0.222797927,0.191709844,0.34581340167252117,0.40563159081047195,0.22295312396900566,0.07179333333,1.0,0.01,0.95,0.716468254,0.5625,,0.7708333335,0.875,,0.866666667,0.00081413047,0.001449844
2022-08-13,vendor_2,brand_3,category_2,0.339694656,0.013824883999999999,,0.4721348315,,0.5595505618,,,0.5908759124,,0.6497752809,,0.2791970803,0.6444525547000001,,0.6049438202,0.5971910112,0.5013868613,0.6046067416,0.4544382022,0.2920224719,,0.6331386861,,,,0.786516853,0.06741573,0.9,0.235955056,0.264044943,0.280898876,0.6357348394845568,0.44065450768373443,0.5091464405819608,0.05714333333,0.0,,0.8,0.75,0.7447601010090907,,1.0,,,0.866666667,0.00081413047,0.000146
2022-08-13,vendor_2,brand_4,category_2,0.5142860403,0.1899930731,0.5753383459,0.4210060835,,0.5851948052,0.7423333333,,0.614,,0.6475974026,,0.3026560244,0.6919921952,0.5693233083,0.6514933407,0.6702248856,0.54992,0.7444941485,0.5360382696,0.2961931901,,0.6767394036000001,0.7049624059999999,0.6790833333,,0.6719263751,0.08929620553999999,0.8781867547000001,0.2893577395,0.2045208515,0.24049254090000002,0.4528504532709493,0.7282386660561396,0.5994196864286339,0.07198,2.0,0.06,0.8,0.6239589775,0.6666666665,0.75,0.7103825135,0.75,0.03012527,0.650485437,0.00605288308,0.02525402
2022-08-13,vendor_3,brand_5,category_1,0.8070865655,0.3540642862,0.5534691432000001,0.3727838657,0.6438967178,,,0.6745815516,,,,,0.37053955549999995,0.6448298209,0.5190183229,0.6159745244,0.6736293736000001,,0.8070720513,0.6177794201,0.4309012306,,0.5992063713,,,0.6284278566,0.5200163644,0.1458274748,0.8627103115,0.26385745499999996,0.19579510979999998,0.2483457932,0.3251343418903195,0.6973195647888191,0.6062206405888784,0.1248366667,3.0,0.08,0.8688888887999999,0.7297777115,0.8266666665,0.4791666665,0.905952381,0.704861111,0.05149931,0.80713128,0.03783936852,0.070409041
2022-08-13,vendor_3,brand_6,category_2,0.833969465,0.426267281,,0.266183844,,0.8067688022,,,0.8570134228,,0.6903621169999999,,0.2441275168,0.7893288591,,0.7351253482,0.7828969359,0.7683557046999999,0.8899442897000001,0.6749582173,0.2944289694,,0.6682885906,,,,0.6812933019999999,0.23787528800000002,0.9041095889999999,0.58660508,0.205542725,0.41570438699999995,0.633105908399584,1.1663169100750406,0.8824685479308828,0.07082666667,3.0,0.09,0.9265536724000001,0.783973281,1.0,0.625,0.8984732825,0.7890625,,0.858044164,0.00838908357,0.055227963
2022-08-20,vendor_1,brand_1,category_1,0.8420074339999999,0.11504424699999999,,0.3277433628,,,,,,0.5647340426,,0.6206637168,,0.5275531915,,0.5757079646,0.6017699115,,0.7742035398,,0.3929646018,0.6918085105999999,0.47382978719999996,,,,0.6953642379999999,0.06401766,0.8232931720000001,0.267108167,0.183222958,0.218543046,0.08615710650368506,0.6504506559276341,0.5871702445069599,0.07919999999999999,0.0,0.021372549019607844,0.923076923,0.7314102565,,,1.0,1.0,,0.994285714,0.00570671183,0.007958352
2022-08-20,vendor_1,brand_2,category_1,0.6578938563,0.35411763120000006,0.6157140692,0.5307174587,0.6563264006999999,,,0.6662537387999999,,0.7095604396,,0.6532075472,0.2932237837,0.6896563195000001,0.6016530061,0.69338807,0.6189481779,,0.6779705999,0.462802966,0.2621878418,0.7173626374,0.7304010321,,,0.6649648843,0.6782568548000001,0.09572644874,0.881111663,0.2075858432,0.21434054249999998,0.2443023791,0.7109234847140256,0.6635626606343963,0.5261957840109999,0.18578,5.0,0.08,0.8195918367999999,0.7004474435,0.8238636365,0.734375,0.8382494005,0.676470588,,0.7617713,0.042450572510000006,0.074323115
2022-08-20,vendor_1,brand_2,category_2,0.6428570037,0.2414807727,0.6023942606,0.555950238,,0.658253012,0.6173825696,,0.7015909091,,0.7939156627,,0.31384841399999996,0.6402936490000001,0.566922029,0.6886600688,0.5781382038,0.6584848485000001,0.6354673429000001,0.4231439726,0.25259597580000004,,0.7480257219,0.611452519,0.6179811435,,0.6442220745999999,0.105321606,0.8857455044,0.20776791370000003,0.1966413493,0.21143316120000002,0.6689046654479961,0.5976519981809664,0.6720634862947064,0.1244033333,3.0,0.06,0.917355372,0.75953499,0.782051282,0.7142857145,0.8761752135,0.730769231,,0.7617713,0.042450572510000006,0.048565568
2022-08-20,vendor_2,brand_3,category_1,0.358736059,0.002212389,,0.496969697,,,,,,0.6163636364,,0.5645454544999999,,0.6011688312,,0.5678787879,0.5408080808,,0.6583838384,,0.2973737374,0.6133766234,0.5776623377,,,,0.7616580310000001,0.025906735,0.8,0.129533678,0.222797927,0.191709844,0.34581340167252117,0.40563159081047195,0.22295312396900566,0.07179333333,0.0,0.020925925925925924,0.9,0.7411458335,1.0,,1.0,0.5833333335,,0.696969697,0.00099407238,0.001456228
2022-08-20,vendor_2,brand_3,category_2,0.339694656,0.013824883999999999,,0.4721348315,,0.5595505618,,,0.5908759124,,0.6497752809,,0.2791970803,0.6444525547000001,,0.6049438202,0.5971910112,0.5013868613,0.6046067416,0.4544382022,0.2920224719,,0.6331386861,,,,0.786516853,0.06741573,0.9,0.235955056,0.264044943,0.280898876,0.6357348394845568,0.44065450768373443,0.5091464405819608,0.05714333333,0.0,,1.0,0.8214285715,0.5,,0.8333333335,,,0.696969697,0.00099407238,0.000141
2022-08-20,vendor_2,brand_4,category_2,0.5142860403,0.1899930731,0.5753383459,0.4210060835,,0.5851948052,0.7423333333,,0.614,,0.6475974026,,0.3026560244,0.6919921952,0.5693233083,0.6514933407,0.6702248856,0.54992,0.7444941485,0.5360382696,0.2961931901,,0.6767394036000001,0.7049624059999999,0.6790833333,,0.6719263751,0.08929620553999999,0.8781867547000001,0.2893577395,0.2045208515,0.24049254090000002,0.4528504532709493,0.7282386660561396,0.5994196864286339,0.07198,3.0,0.13,0.8069565217999999,0.6070547085,0.3333333335,1.0,0.761777778,0.3636363635,0.03012527,0.787878788,0.00485990943,0.024562448
2022-08-20,vendor_3,brand_5,category_1,0.8070865655,0.3540642862,0.5534691432000001,0.3727838657,0.6438967178,,,0.6745815516,,,,,0.37053955549999995,0.6448298209,0.5190183229,0.6159745244,0.6736293736000001,,0.8070720513,0.6177794201,0.4309012306,,0.5992063713,,,0.6284278566,0.5200163644,0.1458274748,0.8627103115,0.26385745499999996,0.19579510979999998,0.2483457932,0.3251343418903195,0.6973195647888191,0.6062206405888784,0.1248366667,3.0,0.12,0.818579235,0.700023853,0.7173913045,0.6666666665,0.8535825545,0.8703703705,0.05149931,0.813014827,0.03681749567,0.069944258
2022-08-20,vendor_3,brand_6,category_2,0.833969465,0.426267281,,0.266183844,,0.8067688022,,,0.8570134228,,0.6903621169999999,,0.2441275168,0.7893288591,,0.7351253482,0.7828969359,0.7683557046999999,0.8899442897000001,0.6749582173,0.2944289694,,0.6682885906,,,,0.6812933019999999,0.23787528800000002,0.9041095889999999,0.58660508,0.205542725,0.41570438699999995,0.633105908399584,1.1663169100750406,0.8824685479308828,0.07082666667,3.0,0.09,0.93515625,0.7581074065,0.5714285715,0.1666666665,0.898265896,0.8125,,0.861003861,0.00865211148,0.055454568
2022-08-27,vendor_1,brand_1,category_1,0.8420074339999999,0.11504424699999999,,0.3277433628,,,,,,0.5647340426,,0.6206637168,,0.5275531915,,0.5757079646,0.6017699115,,0.7742035398,,0.3929646018,0.6918085105999999,0.47382978719999996,,,,0.6953642379999999,0.06401766,0.8232931720000001,0.267108167,0.183222958,0.218543046,0.08615710650368506,0.6504506559276341,0.5871702445069599,0.07919999999999999,0.0,0.021372549019607844,0.9411764706,0.817647059,,,0.95,1.0,,0.990990991,0.00318002473,0.007795391
2022-08-27,vendor_1,brand_2,category_1,0.6578938563,0.35411763120000006,0.6157140692,0.5307174587,0.6563264006999999,,,0.6662537387999999,,0.7095604396,,0.6532075472,0.2932237837,0.6896563195000001,0.6016530061,0.69338807,0.6189481779,,0.6779705999,0.462802966,0.2621878418,0.7173626374,0.7304010321,,,0.6649648843,0.6782568548000001,0.09572644874,0.881111663,0.2075858432,0.21434054249999998,0.2443023791,0.7109234847140256,0.6635626606343963,0.5261957840109999,0.18578,4.0,0.19,0.8920704845999999,0.7210556125,0.823529412,0.738095238,0.8152143845,0.5923913045,,0.81242741,0.043902008129999996,0.074341077
2022-08-27,vendor_1,brand_2,category_2,0.6428570037,0.2414807727,0.6023942606,0.555950238,,0.658253012,0.6173825696,,0.7015909091,,0.7939156627,,0.31384841399999996,0.6402936490000001,0.566922029,0.6886600688,0.5781382038,0.6584848485000001,0.6354673429000001,0.4231439726,0.25259597580000004,,0.7480257219,0.611452519,0.6179811435,,0.6442220745999999,0.105321606,0.8857455044,0.20776791370000003,0.1966413493,0.21143316120000002,0.6689046654479961,0.5976519981809664,0.6720634862947064,0.1244033333,3.0,0.07,0.9094339622,0.7627831815,0.822463768,0.75,0.8563131315,0.769230769,,0.81242741,0.043902008129999996,0.048424269
2022-08-27,vendor_2,brand_3,category_1,0.358736059,0.002212389,,0.496969697,,,,,,0.6163636364,,0.5645454544999999,,0.6011688312,,0.5678787879,0.5408080808,,0.6583838384,,0.2973737374,0.6133766234,0.5776623377,,,,0.7616580310000001,0.025906735,0.8,0.129533678,0.222797927,0.191709844,0.34581340167252117,0.40563159081047195,0.22295312396900566,0.07179333333,2.0,0.01,0.8400000000000001,0.6983333335,0.25,,0.9791666665,0.5,,0.844155844,0.00167834639,0.001521303
2022-08-27,vendor_2,brand_3,category_2,0.339694656,0.013824883999999999,,0.4721348315,,0.5595505618,,,0.5908759124,,0.6497752809,,0.2791970803,0.6444525547000001,,0.6049438202,0.5971910112,0.5013868613,0.6046067416,0.4544382022,0.2920224719,,0.6331386861,,,,0.786516853,0.06741573,0.9,0.235955056,0.264044943,0.280898876,0.6357348394845568,0.44065450768373443,0.5091464405819608,0.05714333333,1.0,,0.825,0.603125,0.25,,0.75,,,0.844155844,0.00167834639,0.000139
2022-08-27,vendor_2,brand_4,category_2,0.5142860403,0.1899930731,0.5753383459,0.4210060835,,0.5851948052,0.7423333333,,0.614,,0.6475974026,,0.3026560244,0.6919921952,0.5693233083,0.6514933407,0.6702248856,0.54992,0.7444941485,0.5360382696,0.2961931901,,0.6767394036000001,0.7049624059999999,0.6790833333,,0.6719263751,0.08929620553999999,0.8781867547000001,0.2893577395,0.2045208515,0.24049254090000002,0.4528504532709493,0.7282386660561396,0.5994196864286339,0.07198,3.0,0.04,0.8536082474000001,0.683449878,0.5,0.5,0.797222222,0.6875,0.03012527,0.78238342,0.00571226665,0.02459778
2022-08-27,vendor_3,brand_5,category_1,0.8070865655,0.3540642862,0.5534691432000001,0.3727838657,0.6438967178,,,0.6745815516,,,,,0.37053955549999995,0.6448298209,0.5190183229,0.6159745244,0.6736293736000001,,0.8070720513,0.6177794201,0.4309012306,,0.5992063713,,,0.6284278566,0.5200163644,0.1458274748,0.8627103115,0.26385745499999996,0.19579510979999998,0.2483457932,0.3251343418903195,0.6973195647888191,0.6062206405888784,0.1248366667,1.0,0.13,0.8586826348000001,0.720996319,0.7283333335,0.5357142855,0.928270042,0.7933333335,0.05149931,0.855803571,0.059007125609999996,0.069766365
2022-08-27,vendor_3,brand_6,category_2,0.833969465,0.426267281,,0.266183844,,0.8067688022,,,0.8570134228,,0.6903621169999999,,0.2441275168,0.7893288591,,0.7351253482,0.7828969359,0.7683557046999999,0.8899442897000001,0.6749582173,0.2944289694,,0.6682885906,,,,0.6812933019999999,0.23787528800000002,0.9041095889999999,0.58660508,0.205542725,0.41570438699999995,0.633105908399584,1.1663169100750406,0.8824685479308828,0.07082666667,2.0,0.04,0.9317829458,0.760533034,0.4285714285,1.0,0.8927203065,0.7205882355,,0.769230769,0.00638949414,0.054871892
2022-09-03,vendor_1,brand_1,category_1,0.8463025215000001,0.13062917300000002,,0.3318821526,,,,,,0.6113053775,,0.619232382,,0.5611053628,,0.5873827781,0.6150472594,,0.764798105,,0.3999901543,0.7027193237999999,0.5023258525,,,,0.7209215555,0.06722009749999999,0.8164084905,0.2673569,0.223066878,0.21960016100000002,0.26664256355378996,0.6107352744229244,0.5856444450140184,0.07919999999999999,1.0,0.021372549019607844,0.9142857142,0.8174603175,,,0.9,0.8132360061845237,,0.946107784,0.00453576865,0.0077156
2022-09-03,vendor_1,brand_2,category_1,0.6729764622000001,0.3426921813,0.6032353742000001,0.5343763514,0.6367673699,,,0.6437522786,,0.6913591672,,0.6536230044,0.3154993694,0.672565277,0.592850145,0.6824979758,0.611355443,,0.6673769987999999,0.4752741553,0.29611220320000003,0.7103260556,0.7145526990000001,,,0.6480991284,0.6736764429000001,0.09976419682,0.8923620323999999,0.2132358576,0.21350809550000002,0.2549813511,0.7143691713482135,0.6632206781664709,0.56343608728655,0.18578,3.0,0.09,0.8538461538,0.7231461,0.8566666665,1.0,0.880718954,0.5,,0.81404321,0.02657534247,0.073694622
2022-09-03,vendor_1,brand_2,category_2,0.6378794947,0.2347105736,0.6230935733999999,0.5365964943,,0.6556416575,0.6406796159,,0.6854728738999999,,0.7771093465,,0.3012710797,0.6660595938,0.5763379438,0.6870431284,0.5936731413999999,0.6468230694,0.6444251715,0.4358605327,0.2552554516,,0.7571989585,0.6363850489,0.6438172998,,0.6348273294,0.11134071990000001,0.8913052368,0.222999549,0.1861012389,0.23772769230000002,0.6428133564317137,0.6317003218890178,0.6632505687008449,0.1244033333,5.0,0.06,0.8090090090000001,0.66762363,0.6964285715,0.59375,0.751190476,0.653846154,,0.81404321,0.02657534247,0.047908419
2022-09-03,vendor_2,brand_3,category_1,0.36163894550000003,0.0050226435,,0.4944960844,,,,,,0.6055205279,,0.5730592441,,0.6392940930000001,,0.5909618659,0.5598422425999999,,0.6533492226,,0.3117205766,0.6074947633,0.6051214913999999,,,,0.7496814745,0.018417848,0.8127906975000001,0.14946629250000001,0.2616721875,0.1996800585,0.3324732234243582,0.35852074701249836,0.3197172359142785,0.07179333333,0.0,0.020925925925925924,0.9333333334,0.800925926,0.75,,1.0,0.5,,0.842105263,0.000456621,0.001446624
2022-09-03,vendor_2,brand_3,category_2,0.3464387035,0.016321044,,0.4635092762,,0.5617229553,,,0.5899095008999999,,0.6627074079,,0.2653708979,0.6604376594999999,,0.603983538,0.6014443428,0.5277666014,0.6091929057000001,0.47861445,0.2802263523,,0.6568132455,,,,0.779886333,0.065684609,0.8875,0.2371635745,0.251208518,0.285798275,0.4587519403452579,0.42233529221904254,0.5091464405819608,0.05714333333,0.0,,1.0,0.7444444445,0.6666666665,,0.5,,,0.842105263,0.000456621,0.000132
2022-09-03,vendor_2,brand_4,category_2,0.5243706268,0.208858399,0.5893358396,0.42690078800000003,,0.5893587663000001,0.7436419141999999,,0.6139548872,,0.6613555195,,0.2691426751,0.6977586777,0.5862092732,0.6581273382,0.6681059859,0.5640953384,0.7228672360999999,0.5188892369,0.2895984234,,0.6802242196999999,0.7019256475,0.6870664192,,0.6492275671000001,0.10104675410000001,0.8435348063000001,0.306830782,0.1984386457,0.274067802,0.5721031114493492,0.7534220142460133,0.6397150265687103,0.07198,4.0,0.04,0.8,0.6354698775,0.25,0.75,0.7112001945,0.6904761905,0.031271598,0.739130435,0.00636225266,0.025115033
2022-09-03,vendor_3,brand_5,category_1,0.8069813071,0.3614377469,0.5619683985999999,0.37004173450000005,0.6510729037,,,0.6786671884000001,,,,,0.3807249447,0.6517223462,0.5364589239,0.6210332769,0.6792799451,,0.8106428792,0.6247057341,0.441833944,,0.598291192,,,0.6403561263,0.5353258999,0.1523251397,0.8567422734,0.2702925243,0.2018880698,0.2582867431,0.4032587334617851,0.7053908994170032,0.6221706511690172,0.1248366667,2.0,0.1,0.8335483869999999,0.6908986175,0.8125,0.6666666665,0.8583333335,0.7714285715,0.051459925,0.821192053,0.04754946728,0.071313389
