date,vendor,brand,category,directions_awareness_total_awareness_net_mentions,directions_awareness_unaided_awareness_net_mentions,directions_brand_attributes_always_seems_to_be_doing_something_new_mean,directions_brand_attributes_costs_more_than_i_am_prepared_to_pay_mean_inverse,directions_brand_attributes_creates_excitement_and_eagerness_at_mealtime_mean,directions_brand_attributes_creates_playful_moments_with_my_cat_mean,directions_brand_attributes_has_a_taste_my_cat_enjoys_mean,directions_brand_attributes_has_a_taste_my_dog_enjoys_mean,directions_brand_attributes_has_craveable_treats_that_my_cat_comes_running_for_mean,directions_brand_attributes_has_the_most_satisfying_and_hearty_dog_treats_mean,directions_brand_attributes_has_treats_i_could_feed_my_dog_everyday_mean,directions_brand_attributes_has_treats_that_contain_wholesome_ingredients_mean,directions_brand_attributes_has_treats_that_have_an_appealing_package_mean,directions_brand_attributes_helps_me_connect_with_my_dog_mean,directions_brand_attributes_is_a_brand_i_do_not_trust_to_feed_to_my_pet_mean_inverse,directions_brand_attributes_is_a_brand_i_trust_more_than_others_mean,directions_brand_attributes_is_a_brand_i_would_pay_more_for_mean,directions_brand_attributes_is_a_brand_that_is_gaining_in_popularity_mean,directions_brand_attributes_is_a_very_good_value_for_the_money_mean,directions_brand_attributes_is_available_in_different_forms_for_different_occasions_mean,directions_brand_attributes_is_easy_to_find_and_buy_mean,directions_brand_attributes_is_often_available_on_promotion_or_deal_mean,directions_brand_attributes_is_too_cheap_to_be_of_acceptable_quality_mean_inverse,directions_brand_attributes_offers_a_flavors_that_appeals_to_my_dogs_taste_mean,directions_brand_attributes_offers_products_that_contain_real_natural_ingredients_mean,directions_brand_attributes_provides_all_the_variety_my_cat_wants_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_cat_mean,directions_brand_attributes_understands_the_relationship_between_me_and_my_dog_mean,directions_brand_consideration_one_of_many_brands_i_would_consider_buying_net,directions_brand_consideration_the_only_brand_i_would_consider_buying_net,directions_funnel_metrics_advocacy_t2b_buyers,directions_future_purchase_intent_definitely_would_buy_net,directions_future_purchase_intent_probably_would_buy_net,directions_positive_brand_trust,directions_strategic_measures_brand_interest_index,directions_strategic_measures_brand_love_index,directions_strategic_measures_brand_loyalty_index,neilsen_panel_value_per_occasion,ratings_reviews_good_experience_percentage,ratings_reviews_positive_ratings_percentage,ratings_reviews_review_rating_average,ratings_reviews_review_sentiment_score_average,ratings_reviews_review_sentiment_score_health_benefits,ratings_reviews_review_sentiment_score_ingredients,ratings_reviews_review_sentiment_score_pet_enjoyment,ratings_reviews_review_sentiment_score_value_for_the_money,search_searchvolume_share,social_percent_positive_neutral,social_share_of_total_buzz_post,market_share
2022-10-29,vendor_3,brand_6,category_2,86.5642994,40.2745995,,27.33947368,,79.23157895,,,86.10377358,,,71.92894737,80.46226415,,23.60062893,79.27987421,,74.93947368,79.06315789,77.14150943,88.57894737,67.95526316,27.16315789,,68.22641509,,,,69.1964285,22.0982142,91.4438502,56.6964285,24.5535714,39.5089285,110.1882151,161.6306786,130.6883593,7.33225,1.0,4.0,4.585365854,1.498090076,1.75,0.0,1.827536232,1.75,,0.841216216,1.19173945,0.056036633
2022-11-05,vendor_2,brand_4,category_2,55.11415694,21.29462748,60.57674214,45.63800789,,58.20251872,72.45656975,,59.86017017,,,65.0399932,63.66764075,,30.03549206,68.91767481,54.63082287,63.90278149,64.22687456,56.23586594,71.68173925,47.90250592,30.9562689,,66.04043387,66.88614693,66.51045884,,68.01998929,7.407154879,81.26620701,26.07781728,21.81444437,21.42003054,103.1968154,119.2008521,105.3584465,7.5615,3.0,1.0,4.196969697,1.318614719,2.0,,1.620833333,1.794871795,0.033874544,0.865168539,0.431298552,0.024311784
2022-11-05,vendor_3,brand_6,category_2,87.2170609,43.1613547,,26.99483566,,79.6770543,,,85.76302368,,,71.24214167,79.77057523,,22.06017525,79.04712968,,75.06855107,79.50983981,75.97446701,88.54639068,68.24344186,27.08157895,,68.49719827,,,,68.0453132,23.9330661,90.30023835,56.4198866,24.3075024,40.9148738,113.8674276,164.8633785,134.2209336,7.33225,3.0,4.0,4.623376623,1.50253556,2.0,0.0,1.848333333,1.619047619,,0.847780127,0.982674541,0.057289689
2022-11-12,vendor_2,brand_3,category_2,32.2485207,0.6872852,,49.30985915,,56.41784038,,,58.59116022,,,65.35211268,64.37569061,,27.12707182,68.03867403,,61.91549296,58.72300469,51.88950276,61.37558685,45.3943662,25.88262911,,66.24861878,,,,82.9493087,3.6866359,79.047619,20.2764976,27.6497695,27.18894,107.4936331,90.25811884,96.73353673,6.08875,1.0,1.0,4.142857143,1.504761905,2.0,,1.8,2.0,,0.588235294,0.068422853,0.00016
2022-11-12,vendor_2,brand_4,category_2,55.73967958,20.67592274,60.46927374,48.54304342,,59.59734513,70.75524476,,61.01041667,,,65.46460177,63.640625,,34.37968766,66.65968789,54.96089385,62.59972588,62.28504729,59.265625,72.5273621,47.02551185,31.76207012,,65.93271353,65.02793296,64.53846154,,61.24067488,9.215705043,81.69925772,27.19367812,18.11963956,24.88054874,102.1256377,114.8555676,111.4824598,7.5615,3.0,4.0,4.362637363,1.363967382,1.0,,1.567231638,1.380952381,0.035842505,0.85359116,1.535237769,0.024036365
2022-11-19,vendor_1,brand_2,category_2,62.33091196,20.44512941,56.74077396,57.57962948,,66.03686636,58.81742067,,70.52941176,,,80.50230415,74.09625668,,32.43691888,62.59243361,53.56238858,66.41979056,55.11319602,61.9197861,60.91441708,38.52913846,23.5150471,,70.30954307,58.7476581,58.08406189,,67.65849209,6.023877655,89.81461901,17.14714926,16.15344313,20.33141894,107.6582095,104.2417474,103.7666003,12.63475,3.0,10.0,4.257352941,1.367753682,1.493589744,1.388888889,1.598689139,1.461538462,,0.790396341,3.940264216,0.045434097
2022-11-19,vendor_2,brand_3,category_2,32.2485207,0.6872852,,49.30985915,,56.41784038,,,58.59116022,,,65.35211268,64.37569061,,27.12707182,68.03867403,,61.91549296,58.72300469,51.88950276,61.37558685,45.3943662,25.88262911,,66.24861878,,,,82.9493087,3.6866359,79.047619,20.2764976,27.6497695,27.18894,107.4936331,90.25811884,96.73353673,6.08875,1.0,,3.857142857,1.469047619,1.0,,1.0,0.0,,0.653846154,0.088071989,0.000164
2022-11-19,vendor_2,brand_4,category_2,55.73967958,20.67592274,60.46927374,48.54304342,,59.59734513,70.75524476,,61.01041667,,,65.46460177,63.640625,,34.37968766,66.65968789,54.96089385,62.59972588,62.28504729,59.265625,72.5273621,47.02551185,31.76207012,,65.93271353,65.02793296,64.53846154,,61.24067488,9.215705043,81.69925772,27.19367812,18.11963956,24.88054874,102.1256377,114.8555676,111.4824598,7.5615,4.0,4.0,4.273684211,1.372059695,1.466666667,2.0,1.619883041,1.7,0.035842505,0.81509434,0.957304231,0.023899402
2022-11-26,vendor_2,brand_3,category_1,35.1239669,0.1658374,,47.9765625,,,,,,54.0,57.15,,,59.046875,37.37,58.66,,57.3125,52.65625,,63.4921875,,35.9296875,58.11,56.94,,,,72.9411764,2.745098,78.313253,10.5882352,20.7843137,13.3333333,76.26529087,75.1236973,72.4266378,7.63925,1.0,,4.466666667,1.555555556,1.75,,2.0,2.0,,0.833333333,0.057117898,0.001468718
2022-12-03,vendor_2,brand_3,category_2,37.08135605,0.79613125,,48.84087999,,58.18825904,,,60.20734481,,,68.09341171,65.97019825,,28.46941827,68.38992525,,61.4205564,59.74166763,52.62710432,63.05969425,49.37900128,27.03222365,,67.27136822,,,,81.9508448,5.0179211,85.41422045,25.21761385,27.3169482,31.84843825,103.3731191,96.75270628,98.91117891,6.08875,0.0,,5.0,1.833333333,,,2.0,,,0.813559322,0.142930441,0.000161
2022-12-10,vendor_1,brand_1,category_1,89.2063492,10.8490566,,31.11842105,,,,,,63.90131579,60.63551402,,,65.69078947,38.03738318,58.78504673,,61.10526316,67.43421053,,74.67763158,,39.94736842,66.90654206,53.85046729,,,,70.1067615,7.8291814,84.0236686,29.1814946,23.8434163,26.6903914,63.64623496,109.1584546,104.7193185,8.14775,0.0,,4.444444444,1.562962963,,,2.0,,,0.968503937,0.387082084,0.008096983
2022-12-17,vendor_3,brand_6,category_2,84.4884488,34.8416289,,26.63684211,,83.94210526,,,85.22900763,,,74.41052632,80.34351145,,20.98473282,79.82442748,,77.64210526,80.68421053,72.57251908,87.26842105,70.87894737,28.55789474,,70.83206107,,,,75.502008,21.2851405,89.7674418,59.8393574,22.4899598,44.9799196,111.1336032,147.0267491,129.6260082,7.33225,3.0,7.0,4.729559748,1.623506368,1.75,1.533333333,1.838515406,1.779069767,,0.777486911,1.087970159,0.057319701
2022-12-31,vendor_1,brand_2,category_1,67.51997863,32.61227861,60.02902166,51.15260066,63.67598985,,,66.00716586,,75.14814815,72.18421053,,,66.05555556,30.20483528,67.94782408,60.04273416,65.99757304,61.43905178,,66.22974045,45.46602118,29.6630818,69.94736842,73.53916063,,,63.64264454,61.18489123,12.45250355,90.32886592,21.9518043,19.80951259,26.63869182,113.4013532,112.1224954,111.7124982,19.04925,4.0,6.0,4.390334572,1.476389492,1.593495935,1.675,1.76412037,1.416666667,,0.867728532,4.37606309,0.073147434
2022-12-31,vendor_2,brand_3,category_1,34.9206349,0.4716981,,49.07272727,,,,,,55.32727273,57.06451613,,,57.0,31.77419355,57.83870968,,57.50909091,54.72727273,,60.85454545,,35.27272727,60.19354839,55.25806452,,,,77.2727272,1.8181818,75.5555555,12.7272727,24.5454545,15.4545454,80.74109199,75.79233111,69.96407847,7.63925,0.0,,4.642857143,1.631199753,1.0,,2.0,2.0,,0.9,0.069584042,0.001445367
2023-01-07,vendor_3,brand_5,category_1,80.06791122,34.32040697,56.36198084,34.49288861,64.91898634,,,67.48862407,,,,,,,39.29669381,65.00415058,53.46896709,61.66436569,68.75341762,,82.1241846,66.58498727,43.24108651,,60.55600523,,,63.58426261,55.21042094,13.8396617,82.96243098,26.30130392,17.84165097,22.46097065,87.95406303,120.1819999,102.6916603,14.034,3.0,18.0,4.427184466,1.503377055,1.64,1.642857143,1.760025063,1.578947368,0.064086823,0.537542662,3.645606876,0.075459418
2023-01-14,vendor_1,brand_2,category_1,71.49314782,37.15315428,57.3539648,53.8169907,66.7537032,,,68.68153222,,66.33944954,69.09677419,,,60.83486239,30.65089498,70.23839572,57.61213725,68.27821905,60.37831752,,66.41970546,43.39295412,27.91726329,67.41935484,74.03450765,,,67.88507792,68.07974308,8.427170006,90.03632163,20.73469117,20.48220073,22.85887919,118.2872012,120.2865669,101.7903022,19.71633333,4.0,21.0,4.364820847,1.503229009,1.630952381,1.476190476,1.788571429,1.344444444,,0.859701493,5.339499685,0.07219809
2023-02-04,vendor_1,brand_1,category_1,87.132515,13.74658735,,34.4575651,,,,,,64.18121042,63.94581029,,,64.39704434,36.70155345,62.99359861,,60.21604504,65.9877551,,78.18550317,,42.38043632,71.9219326,54.49568852,,,,72.2412711,5.79030135,79.6484375,24.78731075,22.55385975,22.27757865,84.07520628,113.7562047,103.5810147,8.528333333,0.0,,4.571428571,1.609693878,,,1.642857143,2.0,,0.952380952,0.544104099,0.00724154
2023-02-04,vendor_2,brand_3,category_1,40.9586056,0.24813895,,48.8804369,,,,,,55.56800971,59.9181903,,,55.43067961,33.83274254,63.11072761,,58.36820389,56.2331068,,63.99597087,,34.24228156,59.48320895,58.1665112,,,,75.7981601,2.42830085,77.4879007,12.9667207,19.7578463,18.2359307,85.80349675,80.13507512,84.28008222,8.053666667,1.0,1.0,4.363636364,1.403030303,1.5,,1.533333333,1.5,,0.559322034,0.29652234,0.001501367
2023-02-18,vendor_1,brand_2,category_1,72.12751767,37.8331346,57.73068901,51.25240186,63.75952207,,,66.33164024,,68.32142857,69.65882353,,,63.25,34.12434251,68.13744853,60.74980325,70.19062034,60.44358633,,69.0608758,43.38598312,28.097128,69.11764706,73.82348849,,,66.5347736,64.83827189,10.83677009,88.93665585,19.05667494,19.2974736,21.83121903,120.3641966,120.1233847,108.1053191,19.71633333,5.0,14.0,4.240331492,1.437494097,1.667874396,1.606382979,1.736044657,1.091880342,,0.832039911,3.68181353,0.071465669
2023-02-25,vendor_1,brand_2,category_2,68.08217515,22.20826521,62.49246858,54.61075583,,65.65027322,66.1509288,,71.04511278,,,74.1420765,75.0,,27.44306727,69.72742052,63.45491214,68.81892641,58.68630021,64.57142857,64.33057751,45.81738082,25.81684656,,75.55910133,65.77724884,66.59245862,,66.94723787,9.250102267,85.06870588,21.76378604,20.60997764,29.64448794,120.9064504,113.8380291,102.6879686,13.30633333,4.0,4.0,4.433179724,1.523558149,1.50273224,1.736111111,1.681444444,1.142857143,,0.817873303,4.505533738,0.047756778
2023-02-25,vendor_3,brand_6,category_2,83.9506172,38.6422976,,30.77313433,,82.54029851,,,85.34482759,,,71.2358209,78.77011494,,21.96168582,80.01532567,,76.5641791,79.92537313,76.40229885,89.29552239,68.52835821,28.4238806,,69.99233716,,,,69.9751861,23.5732009,90.5714285,57.5682382,25.5583126,42.4317617,114.2542548,164.8067265,127.4071564,7.672,3.0,15.0,4.653110048,1.519232582,1.66,1.941176471,1.790597128,1.566666667,,0.809045226,0.635487326,0.058110443
2023-03-11,vendor_2,brand_4,category_2,50.72595226,18.92031331,52.62711864,49.53015683,,56.68786127,63.92222222,,62.86842105,,,63.64739884,63.51754386,,37.18458478,59.98106124,51.80508475,57.44904231,56.03846261,57.85087719,65.80905339,44.03615698,37.26674307,,59.60444515,62.43220339,59.63333333,,64.94280217,6.486820708,82.28888534,25.83514497,18.26219801,20.04830666,92.92839243,101.2961588,108.144189,8.056666667,3.0,9.0,4.3,1.363642561,1.25,0.75,1.680808081,1.092592593,0.031679485,0.816513761,0.422357306,0.029131214
2023-03-18,vendor_1,brand_1,category_1,88.7983706,12.9909365,,34.46632124,,,,,,55.97927461,55.66666667,,,56.48704663,35.98412698,54.92857143,,49.83937824,55.54404145,,74.43005181,,43.50259067,69.07142857,47.14285714,,,,67.1264367,4.137931,76.4150943,20.4597701,21.8390804,20.0,66.59298902,99.98822109,91.95596071,8.528333333,0.0,,4.416666667,1.517857143,,,1.80952381,,,0.97752809,0.360323887,0.00772316
2023-03-18,vendor_3,brand_5,category_1,82.47899842,34.62462458,52.82142887,35.89609658,62.74571044,,,64.96178995,,,,,,,44.42414478,62.38710679,49.56240968,57.85298857,66.72005217,,79.5767168,60.43031269,42.65467145,,59.79565958,,,62.4950768,54.54746134,10.50788908,82.72976667,25.1753138,16.58838446,21.22911133,79.46427615,104.9722975,100.7370119,14.034,6.0,16.0,4.280864198,1.484057117,1.722222222,1.525,1.804074357,1.514492754,0.069379756,0.804500703,2.141700405,0.069533146
2023-03-25,vendor_1,brand_1,category_1,88.7983706,12.9909365,,34.46632124,,,,,,55.97927461,55.66666667,,,56.48704663,35.98412698,54.92857143,,49.83937824,55.54404145,,74.43005181,,43.50259067,69.07142857,47.14285714,,,,67.1264367,4.137931,76.4150943,20.4597701,21.8390804,20.0,66.59298902,99.98822109,91.95596071,8.528333333,1.0,,4.7,1.55,,,1.9375,2.0,,0.904761905,0.374843815,0.007750929
2023-03-25,vendor_1,brand_2,category_1,71.34534027,38.12563306,56.07288111,53.8594306,60.9646916,,,61.3516615,,73.74226804,73.12903226,,,68.96907216,29.14685938,67.60943401,54.28220675,67.59012697,58.63196505,,68.5413551,44.42989972,28.14811389,73.72580645,69.97823231,,,62.1037183,66.33570095,10.59871389,88.22477115,22.40926597,20.06338441,24.71927481,126.9265229,116.0696393,109.2143241,19.71633333,6.0,28.0,4.525297619,1.585946529,1.703061224,1.722222222,1.735058824,1.03490991,,0.834505739,8.363939268,0.072456351
2023-03-25,vendor_2,brand_3,category_2,41.563786,0.2923976,,47.27604167,,55.90625,,,59.96899225,,,68.57291667,61.71317829,,28.39534884,66.39534884,,60.234375,61.53125,55.20930233,63.140625,51.125,29.99479167,,65.37984496,,,,79.7029702,8.910891,87.5,24.7524752,27.2277227,29.2079207,112.0266701,100.0,99.93285586,6.409666667,0.0,,4.75,1.725,2.0,1.0,2.0,2.0,,0.684210526,0.041649313,0.000164
2023-03-25,vendor_2,brand_4,category_2,50.72595226,18.92031331,52.62711864,49.53015683,,56.68786127,63.92222222,,62.86842105,,,63.64739884,63.51754386,,37.18458478,59.98106124,51.80508475,57.44904231,56.03846261,57.85087719,65.80905339,44.03615698,37.26674307,,59.60444515,62.43220339,59.63333333,,64.94280217,6.486820708,82.28888534,25.83514497,18.26219801,20.04830666,92.92839243,101.2961588,108.144189,8.056666667,3.0,7.0,4.048192771,1.320045767,1.833333333,1.0,1.620567376,1.611111111,0.031679485,0.839694656,0.503578055,0.02981471
2023-04-15,vendor_1,brand_2,category_1,72.65996277,37.67275001,60.95883159,55.5224267,67.78650393,,,67.40807641,,,66.42168675,,,60.40707965,32.57773887,68.59232962,62.12992181,68.19479135,60.23789184,,66.30151544,43.8588501,26.87741695,64.12048193,72.48519882,,,68.08749221,70.53641167,8.731231811,87.29966147,20.47015856,20.42297847,25.17142782,115.7793186,124.0019389,103.3026072,20.22166667,6.0,20.0,4.380434783,1.526258019,1.712851406,1.681818182,1.777872582,1.25,,0.713559322,4.253660938,0.069999943
2023-04-15,vendor_2,brand_3,category_1,37.5464684,0.4926108,,43.57142857,,,,,,,61.08571429,,,61.98979592,,64.38571429,,64.07142857,64.01020408,,68.63265306,,28.0,62.35714286,61.88571429,,,,76.7326732,2.970297,85.7142857,19.3069306,21.2871287,18.8118811,84.58769954,90.14004231,91.72615145,8.689333333,0.0,1.0,4.333333333,1.360793651,1.166666667,,1.444444444,,,0.833333333,0.082037819,0.001475146
2023-04-15,vendor_3,brand_5,category_1,81.75409306,31.78219788,54.73270251,35.47637459,63.75451743,,,66.15202921,,,,,,,37.66053453,62.6495911,52.87964704,60.8513137,68.41147146,,81.52560574,63.59395264,44.8203501,,60.65047217,,,64.85716495,54.42604715,10.89652399,85.7477814,23.87537706,19.22935394,21.25258321,86.39594692,112.8541851,101.2082876,14.71866667,4.0,12.0,4.410714286,1.519619237,1.768817204,0.5,1.797142857,1.652173913,0.057898759,0.73368984,3.37585627,0.073569944
2023-04-15,vendor_2,brand_4,category_2,56.29820779,21.36048025,55.73809524,42.19092289,,62.43262411,71.26,,65.95283019,,,62.55319149,,,28.82640325,66.65308931,55.73015873,65.60567208,66.57470378,59.50943396,71.82104112,47.42703953,30.68712023,,66.07915151,67.50793651,65.03,,69.67869711,6.857514036,83.55986238,25.30152428,23.59965708,17.54063529,104.0370346,109.4982831,99.25816265,8.432666667,4.0,3.0,4.2,1.392825693,0.75,1.9,1.547619048,1.25,0.034146399,0.779527559,0.516838262,0.029916173
2023-05-06,vendor_2,brand_4,category_2,57.00800272,21.83913355,57.81786652,43.61413552,,61.414364,72.25616823,,62.70476155,,,62.07205029,,,27.53820025,68.16687347,54.94381952,63.57188321,65.41917441,58.2153469,71.29749809,47.27756573,30.93253233,,67.35242112,67.60042495,66.1832243,,68.85612704,8.609812468,82.16314496,24.66295102,23.91167871,18.73871604,100.4219586,118.8422938,103.493082,8.432666667,5.0,5.0,4.25,1.371514838,1.285714286,2.0,1.550595238,1.166666667,0.034263381,0.738095238,0.372558233,0.030054332
2023-05-13,vendor_3,brand_5,category_1,81.93754717,34.57492723,52.26374853,29.53473169,63.3743106,,,67.44784493,,,,,,,41.18436264,62.3439309,50.14827492,56.84566179,67.97417284,,81.52396069,64.83940612,44.38159094,,57.92746564,,,62.03338755,53.929191,9.841380072,79.24978282,21.94025061,19.20748691,18.60028008,83.20677334,110.1734585,98.34407241,14.71866667,3.0,19.0,4.337748344,1.457899594,1.633333333,1.666666667,1.755274262,1.547297297,0.058466588,0.781529295,2.629251901,0.073287024
2023-05-20,vendor_3,brand_5,category_1,81.93754717,34.57492723,52.26374853,29.53473169,63.3743106,,,67.44784493,,,,,,,41.18436264,62.3439309,50.14827492,56.84566179,67.97417284,,81.52396069,64.83940612,44.38159094,,57.92746564,,,62.03338755,53.929191,9.841380072,79.24978282,21.94025061,19.20748691,18.60028008,83.20677334,110.1734585,98.34407241,14.71866667,3.0,17.0,4.449275362,1.544398436,1.416666667,1.416666667,1.768046709,1.592424242,0.058466588,0.740220662,3.523760778,0.072239554
